1.355469 1696357699.2636
13.988281 1696357699.3640
21.945312 1696357699.4645
26.632812 1696357699.5649
30.742188 1696357699.6653
34.597656 1696357699.7658
37.933594 1696357699.8662
42.933594 1696357699.9667
46.457031 1696357700.0671
54.500000 1696357700.1673
59.941406 1696357700.2675
69.949219 1696357700.3677
74.929688 1696357700.4678
77.671875 1696357700.5682
101.113281 1696357700.6687
156.707031 1696357700.7692
182.523438 1696357700.8696
209.300781 1696357700.9701
268.675781 1696357701.0706
274.046875 1696357701.1711
278.750000 1696357701.2715
281.843750 1696357701.3719
283.390625 1696357701.4724
284.410156 1696357701.5728
287.812500 1696357701.6732
289.617188 1696357701.7736
291.164062 1696357701.8741
292.453125 1696357701.9745
292.968750 1696357702.0749
295.089844 1696357702.1753
299.011719 1696357702.2757
303.003906 1696357702.3762
306.843750 1696357702.4766
310.312500 1696357702.5770
316.101562 1696357702.6774
318.171875 1696357702.7779
321.851562 1696357702.8784
323.261719 1696357702.9788
327.921875 1696357703.0792
331.152344 1696357703.1797
338.031250 1696357703.2801
340.937500 1696357703.3805
343.730469 1696357703.4809
347.128906 1696357703.5814
350.007812 1696357703.6818
353.171875 1696357703.7822
357.230469 1696357703.8826
361.835938 1696357703.9831
363.480469 1696357704.0836
367.160156 1696357704.1840
372.558594 1696357704.2844
375.339844 1696357704.3854
375.566406 1696357704.4858
508.296875 1696357704.5864
541.937500 1696357704.6868
558.695312 1696357704.7873
575.710938 1696357704.8877
592.726562 1696357704.9881
442.199219 1696357705.0887
608.382812 1696357705.1892
648.804688 1696357705.2897
665.820312 1696357705.3901
682.578125 1696357705.4905
699.593750 1696357705.5910
502.171875 1696357705.6915
664.269531 1696357705.7920
702.265625 1696357705.8925
719.281250 1696357705.9929
736.296875 1696357706.0934
753.054688 1696357706.1938
562.085938 1696357706.2943
721.781250 1696357706.3949
755.976562 1696357706.4953
772.992188 1696357706.5958
789.750000 1696357706.6962
806.507812 1696357706.7966
616.269531 1696357706.8971
776.085938 1696357706.9977
809.160156 1696357707.0981
826.433594 1696357707.1986
843.449219 1696357707.2990
860.464844 1696357707.3994
682.234375 1696357707.5000
836.433594 1696357707.6005
863.437500 1696357707.7010
880.453125 1696357707.8014
897.210938 1696357707.9018
913.707031 1696357708.0022
695.433594 1696357708.1027
864.714844 1696357708.2033
906.566406 1696357708.3037
930.046875 1696357708.4042
946.804688 1696357708.5046
964.078125 1696357708.6051
805.468750 1696357708.7056
918.132812 1696357708.8061
963.968750 1696357708.9066
983.796875 1696357709.0070
1000.554688 1696357709.1074
1017.570312 1696357709.2079
804.093750 1696357709.3084
973.070312 1696357709.4089
1018.394531 1696357709.5094
1037.144531 1696357709.6099
1054.160156 1696357709.7103
1071.175781 1696357709.8107
862.066406 1696357709.9112
1029.457031 1696357710.0118
1070.597656 1696357710.1122
1090.144531 1696357710.2127
1107.160156 1696357710.3131
1123.917969 1696357710.4136
908.238281 1696357710.5141
1078.628906 1696357710.6146
1118.125000 1696357710.7151
1142.601562 1696357710.8155
1159.617188 1696357710.9160
1176.890625 1696357711.0164
1029.957031 1696357711.1169
1131.394531 1696357711.2174
1176.804688 1696357711.3179
1196.707031 1696357711.4184
1213.980469 1696357711.5188
1230.996094 1696357711.6192
1024.140625 1696357711.7197
1189.035156 1696357711.8203
1233.347656 1696357711.9207
1250.359375 1696357712.0212
1267.375000 1696357712.1216
1284.648438 1696357712.2220
1086.093750 1696357712.3226
1248.890625 1696357712.4231
1286.500000 1696357712.5236
1303.769531 1696357712.6240
1320.527344 1696357712.7245
1337.800781 1696357712.8249
1138.066406 1696357712.9254
1301.117188 1696357713.0259
1340.375000 1696357713.1264
1356.871094 1696357713.2269
1373.886719 1696357713.3273
1390.902344 1696357713.4277
1180.238281 1696357713.5282
1348.378906 1696357713.6288
1392.503906 1696357713.7292
1409.468750 1696357713.8297
1426.484375 1696357713.9301
1443.757812 1696357714.0306
1242.207031 1696357714.1311
1405.871094 1696357714.2316
1446.359375 1696357714.3321
1463.375000 1696357714.4325
1480.390625 1696357714.5329
1497.406250 1696357714.6341
1298.179688 1696357714.7346
1459.917969 1696357714.8351
1500.007812 1696357714.9356
1517.023438 1696357715.0360
1534.039062 1696357715.1365
1551.054688 1696357715.2369
1358.093750 1696357715.3374
1518.468750 1696357715.4379
1553.210938 1696357715.5384
1570.226562 1696357715.6389
1586.984375 1696357715.7393
1603.742188 1696357715.8397
1406.074219 1696357715.9402
1568.636719 1696357716.0408
1606.746094 1696357716.1412
1623.761719 1696357716.2417
1640.777344 1696357716.3421
1657.792969 1696357716.4425
1468.250000 1696357716.5431
1628.492188 1696357716.6436
1660.093750 1696357716.7441
1677.109375 1696357716.8445
1694.382812 1696357716.9449
1711.398438 1696357717.0454
1530.218750 1696357717.1459
1685.824219 1696357717.2464
1714.128906 1696357717.3468
1731.144531 1696357717.4472
1748.160156 1696357717.5476
1727.378906 1696357717.6480
1586.191406 1696357717.7485
1734.730469 1696357717.8490
1766.550781 1696357717.9495
1783.566406 1696357718.0499
1800.582031 1696357718.1504
1817.597656 1696357718.2508
1632.300781 1696357718.3513
1788.632812 1696357718.4517
1820.558594 1696357718.5522
1837.574219 1696357718.6526
1854.589844 1696357718.7530
1871.605469 1696357718.8535
1692.304688 1696357718.9540
1847.324219 1696357719.0545
1874.015625 1696357719.1550
1891.031250 1696357719.2554
1908.046875 1696357719.3559
1849.125000 1696357719.4563
1748.304688 1696357719.5568
1901.125000 1696357719.6574
1927.128906 1696357719.7579
1944.144531 1696357719.8583
1961.160156 1696357719.9587
1909.777344 1696357720.0592
1804.222656 1696357720.1597
1951.593750 1696357720.2602
1979.777344 1696357720.3607
1997.050781 1696357720.4611
2014.066406 1696357720.5616
2031.082031 1696357720.6620
1850.199219 1696357720.7625
2004.859375 1696357720.8631
2033.636719 1696357720.9635
2050.652344 1696357721.0640
2067.925781 1696357721.1644
2008.746094 1696357721.2649
