CMDLINE /data/users2/jwardell1/miniconda3/envs/ica-torch/bin/python /data/users2/jwardell1/ica-torch-gica/standalone_gica_script/gica_script.py /data/users2/jwardell1/ica-torch-gica/standalone_gica_script/input_data/sub_level_pca_files.txt /data/users2/jwardell1/nshor_docker/examples/fbirn-project/FBIRN/group_mean_masks/groupmeanmask_3mm.nii /data/users2/jwardell1/ica-torch-gica/standalone_gica_script/output_data
MEM 0.597656 1696437193.5376
MEM 13.882812 1696437193.6381
MEM 21.933594 1696437193.7385
MEM 26.625000 1696437193.8389
MEM 29.882812 1696437193.9393
MEM 33.789062 1696437194.0398
MEM 36.238281 1696437194.1402
MEM 40.531250 1696437194.2407
MEM 44.585938 1696437194.3411
MEM 47.335938 1696437194.4415
MEM 53.589844 1696437194.5417
MEM 57.644531 1696437194.6420
MEM 59.546875 1696437194.7423
MEM 64.324219 1696437194.8426
MEM 70.414062 1696437194.9428
MEM 73.183594 1696437195.0432
MEM 75.039062 1696437195.1436
MEM 75.804688 1696437195.2440
MEM 77.792969 1696437195.3445
MEM 78.878906 1696437195.4449
MEM 104.410156 1696437195.5453
MEM 157.738281 1696437195.6458
MEM 184.601562 1696437195.7462
MEM 206.156250 1696437195.8467
MEM 268.324219 1696437195.9472
MEM 271.066406 1696437196.0476
MEM 273.753906 1696437196.1480
MEM 277.015625 1696437196.2484
MEM 278.550781 1696437196.3489
MEM 279.757812 1696437196.4493
MEM 280.953125 1696437196.5497
MEM 282.476562 1696437196.6501
MEM 282.757812 1696437196.7506
MEM 283.417969 1696437196.8510
MEM 283.898438 1696437196.9514
MEM 284.515625 1696437197.0518
MEM 287.039062 1696437197.1522
MEM 288.367188 1696437197.2527
MEM 289.343750 1696437197.3531
MEM 290.023438 1696437197.4535
MEM 291.285156 1696437197.5539
MEM 291.781250 1696437197.6543
MEM 292.511719 1696437197.7547
MEM 292.511719 1696437197.8552
MEM 293.851562 1696437197.9556
MEM 294.917969 1696437198.0560
MEM 297.398438 1696437198.1564
MEM 299.023438 1696437198.2568
MEM 301.675781 1696437198.3572
MEM 303.058594 1696437198.4577
MEM 305.929688 1696437198.5581
MEM 307.769531 1696437198.6588
MEM 309.226562 1696437198.7593
MEM 311.027344 1696437198.8597
MEM 314.468750 1696437198.9601
MEM 316.812500 1696437199.0605
MEM 317.750000 1696437199.1610
MEM 319.304688 1696437199.2614
MEM 321.218750 1696437199.3618
MEM 322.113281 1696437199.4623
MEM 322.789062 1696437199.5627
MEM 323.785156 1696437199.6631
MEM 326.156250 1696437199.7635
MEM 328.472656 1696437199.8639
MEM 329.761719 1696437199.9644
MEM 336.320312 1696437200.0648
MEM 339.140625 1696437200.1652
MEM 340.812500 1696437200.2656
