CMDLINE /data/users2/jwardell1/miniconda3/envs/ica-torch/bin/python /data/users2/jwardell1/ica-torch-gica/standalone_gica_script/gica_script.py /data/users2/jwardell1/ica-torch-gica/standalone_gica_script/input_data/sub_level_pca_files.txt /data/users2/jwardell1/nshor_docker/examples/fbirn-project/FBIRN/group_mean_masks/groupmeanmaski_3mm.nii /data/users2/jwardell1/ica-torch-gica/standalone_gica_script/output_data
MEM 1.355469 1696357541.6019
MEM 13.921875 1696357541.7023
MEM 21.906250 1696357541.8027
MEM 26.597656 1696357541.9031
MEM 30.250000 1696357542.0035
MEM 33.894531 1696357542.1040
MEM 37.117188 1696357542.2044
MEM 41.390625 1696357542.3049
MEM 44.953125 1696357542.4053
MEM 47.277344 1696357542.5058
MEM 55.585938 1696357542.6060
MEM 59.429688 1696357542.7062
MEM 64.644531 1696357542.8066
MEM 72.042969 1696357542.9068
MEM 74.808594 1696357543.0071
MEM 75.898438 1696357543.1075
MEM 78.394531 1696357543.2079
MEM 100.914062 1696357543.3084
MEM 153.476562 1696357543.4089
MEM 179.964844 1696357543.5093
MEM 200.910156 1696357543.6098
MEM 263.285156 1696357543.7103
MEM 269.847656 1696357543.8108
MEM 274.136719 1696357543.9112
MEM 276.871094 1696357544.0116
MEM 278.414062 1696357544.1120
MEM 280.371094 1696357544.2125
MEM 281.234375 1696357544.3129
MEM 282.070312 1696357544.4134
MEM 282.820312 1696357544.5138
MEM 284.718750 1696357544.6142
MEM 287.093750 1696357544.7146
MEM 288.398438 1696357544.8151
MEM 289.433594 1696357544.9155
MEM 290.316406 1696357545.0159
MEM 291.031250 1696357545.1163
MEM 291.667969 1696357545.2167
MEM 293.574219 1696357545.3171
MEM 296.597656 1696357545.4176
MEM 299.132812 1696357545.5180
MEM 301.777344 1696357545.6184
MEM 305.089844 1696357545.7188
MEM 307.753906 1696357545.8192
MEM 309.808594 1696357545.9197
MEM 313.878906 1696357546.0201
MEM 315.878906 1696357546.1206
MEM 317.605469 1696357546.2210
MEM 320.355469 1696357546.3215
MEM 321.339844 1696357546.4219
MEM 322.625000 1696357546.5224
MEM 326.480469 1696357546.6228
MEM 328.023438 1696357546.7238
MEM 334.980469 1696357546.8242
MEM 338.011719 1696357546.9246
MEM 340.207031 1696357547.0249
MEM 342.203125 1696357547.1253
MEM 345.765625 1696357547.2257
MEM 347.816406 1696357547.3259
MEM 350.421875 1696357547.4262
MEM 352.667969 1696357547.5266
MEM 355.570312 1696357547.6270
MEM 360.222656 1696357547.7274
MEM 361.289062 1696357547.8279
MEM 364.804688 1696357547.9284
MEM 367.175781 1696357548.0288
MEM 371.507812 1696357548.1293
MEM 373.613281 1696357548.2298
MEM 374.125000 1696357548.3303
MEM 371.449219 1696357548.4309
MEM 0.000000 1696357548.5313
